2022-03-21 11:30:04,40.557777,23.022502
2022-03-21 11:38:22,40.557898,23.022232
2022-03-21 11:48:21,40.557898,23.022232
2022-03-21 11:58:21,40.557898,23.022232
2022-03-21 12:08:22,40.557898,23.022232
2022-03-21 15:58:33,40.557936,23.022186
2022-03-21 16:20:49,40.599099,22.958735
2022-03-22 01:28:09,40.599111,22.958714
2022-03-22 01:38:07,40.599111,22.958714
2022-03-22 01:48:07,40.599111,22.958714
2022-03-22 01:58:07,40.599111,22.958714
2022-03-22 02:08:07,40.599111,22.958714
2022-03-22 02:18:07,40.599111,22.958714
2022-03-22 02:28:07,40.599111,22.958714
2022-03-22 02:38:07,40.599111,22.958714
2022-03-22 02:48:07,40.599111,22.958714
2022-03-22 02:58:07,40.599111,22.958714
2022-03-22 03:08:07,40.599111,22.958714
2022-03-22 03:18:07,40.599111,22.958714
2022-03-22 03:28:07,40.599111,22.958714
2022-03-22 03:38:07,40.599111,22.958714
2022-03-22 03:48:07,40.599111,22.958714
2022-03-22 04:33:48,40.599251,22.958433
2022-03-22 04:43:49,40.599251,22.958433
2022-03-22 04:53:48,40.599251,22.958433
2022-03-22 05:03:49,40.599251,22.958433
2022-03-22 05:13:48,40.599251,22.958433
2022-03-22 05:23:48,40.599251,22.958433
2022-03-22 05:33:48,40.599251,22.958433
2022-03-22 05:43:48,40.599251,22.958433
2022-03-22 05:53:48,40.599251,22.958433
2022-03-22 06:03:48,40.599251,22.958433
2022-03-22 06:13:48,40.599251,22.958433
2022-03-22 06:23:48,40.599251,22.958433
2022-03-22 06:33:49,40.599251,22.958433
2022-03-22 06:43:48,40.599251,22.958433
2022-03-22 06:53:48,40.599251,22.958433
2022-03-22 07:03:48,40.599251,22.958433
2022-03-22 07:13:48,40.599251,22.958433
2022-03-22 07:23:49,40.599251,22.958433
2022-03-22 07:33:49,40.599251,22.958433
2022-03-22 07:43:48,40.599251,22.958433
2022-03-22 07:53:48,40.599251,22.958433
2022-03-22 08:03:48,40.599251,22.958433
2022-03-22 08:13:49,40.599251,22.958433
2022-03-22 08:23:49,40.599251,22.958433
2022-03-22 08:33:49,40.599251,22.958433
2022-03-22 08:43:49,40.599251,22.958433
2022-03-22 08:53:49,40.599251,22.958433
2022-03-22 09:03:49,40.599251,22.958433
2022-03-22 09:13:49,40.599251,22.958433
2022-03-22 09:23:49,40.599251,22.958433
2022-03-22 09:33:49,40.599251,22.958433
2022-03-22 09:43:49,40.599251,22.958433
2022-03-22 09:53:49,40.599251,22.958433
2022-03-22 10:03:49,40.599251,22.958433
2022-03-22 10:13:49,40.599251,22.958433
2022-03-22 10:23:49,40.599251,22.958433
2022-03-22 10:33:49,40.599251,22.958433
2022-03-22 10:43:49,40.599251,22.958433
2022-03-22 10:53:49,40.599251,22.958433
2022-03-22 11:03:49,40.599251,22.958433
2022-03-22 11:13:49,40.599251,22.958433
2022-03-22 11:23:49,40.599251,22.958433
2022-03-22 11:33:49,40.599251,22.958433
2022-03-22 11:43:49,40.599251,22.958433
2022-03-22 11:53:49,40.599251,22.958433
2022-03-22 12:03:49,40.599251,22.958433
2022-03-22 12:13:49,40.599251,22.958433
2022-03-22 13:01:42,40.599333,22.958142
2022-03-22 13:11:42,40.599333,22.958142
2022-03-22 13:21:42,40.599333,22.958142
2022-03-22 13:31:42,40.599333,22.958142
2022-03-22 13:41:42,40.599333,22.958142
2022-03-22 13:51:42,40.599333,22.958142
2022-03-22 14:01:42,40.599333,22.958142
2022-03-22 14:11:42,40.599333,22.958142
2022-03-22 14:21:42,40.599333,22.958142
2022-03-22 14:31:42,40.599333,22.958142
2022-03-22 14:41:42,40.599333,22.958142
